Br,CustName,Item Code,Item Desc,Specification,Strength,Pack Size,Jan,Jan Foc,Feb,Feb Foc,Mar,Mar Foc,Apr,Apr Foc,May,May Foc,Jun,Jun Foc,Jul,Jul Foc,Aug,Aug Foc,Sep,Sep Foc,Oct,Oct Foc,Nov,Nov Foc,Dec,Dec Foc
099,Al-Mawaleh Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,24,0,8,0,15,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
100,Mabela Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,6,0,5,0,15,0,0,0,0,0,0,0,0,0
101,Hay Al-Rahbah Cplx Branch (MQ),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Liwa Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
103,Al Aqar Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Khaburah Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,8,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Mall of Oman Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
107,City Centre Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
118,Safeer-Sohar (Pharmacy) Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,3,0,0,0,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
124,Barka Grand Centre Branch,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A316,ALPHA MEDICAL CENTRE,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A495,ALYA AL AMERAT PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0
A546,ABAQ AL SHAHAD PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
A591,ALIF PHARMACY MEBELA,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
A592,AMLA PHARMACY MUSANNAH,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
B111,BADAR AL JASHMI-II PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B165,AL BAWARAK PHARMACY (Mabellah),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,6,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
B166,AL BAWARAK PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B186,BASMAT AL AMAL PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B210,AL BURAIMI MODERN PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B250,AL AIN PHARMACY (MABELLA-2),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C094,COSMED PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C912,HVS - Pharma,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C964,HITEN P DOSHI (STAFF #1273),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
D153,DAR AL DAWAA PHARMACY - SOHAR,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D159,DOCTOR MOHAMMED PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F126,FAMILY MODERN PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G142,GULF OXYGEN PHARMACY LLC.,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H198,AL HARMEEN MODERN PHARMACY (STORES),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,5,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
H247,HOOR AL JENAN PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H248,HAYA PHARMACY (FIRQ),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H251,HEALTH PHARMACY DRUG STORE,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,0,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I001,IBN SINA PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I035,IBN SALIM PHARMACY ( IBRA ),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,10,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K166,AL KARAM PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K177,AL KAWTHAR PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K183,AL KARAMA STAR PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L070,LULU PHARMACY (CENTRAL STORES),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M001,MAZOON PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M011,MUSCAT PHARMACY & STORES SALALAH LLC,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0
M304,NEW BEHLA PHARMACY - AL MAWALAH,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M531,AL MALAZ PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
N234,NAIRUZ PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N268,NIZWA PHARMACY (Safari Roses),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
O167,OMAR PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O169,OONS PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P059,PREMIUM PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P068,PHARMALINA PHARMACY (AL KHOUD),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
R185,ROYAL PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S061,BAHWAN HEALTHCARE CENTRE LLC.,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200,SOHAR PHARMACY - SOHAR,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S271,AL SAADI PHARMACY (BIDAYA),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S360,AL BUSHRA MEDICAL SPECIALTY COMPLEX,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S385,AVICEN PHARMACY (AL WANESS BUSINESS INTL.),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,200,64,0,0,0,0,100,32,0,0,50,11,0,0,0,0,0,0,0,0,0,0
U016,UM BALQEES NATIONAL CO. LLC,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,10,2,10,2,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
V023,VISTA PHARMA,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,50,11,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W072,AL WADI PHARMACY (AMATHEL),007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Z065,AL ZAKI PHARMACY,007490015,BEAUTYVIT,EFFERVESCENT TABLETS,,20S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Ruwi Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,35,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0
003,Al Gobra (Pharmacy) Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,29,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0
004,Al Rusayl Branch (Near SQUH),007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
005,Wadi Kabir (Opp: Al Maha Pump) Br.,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
007,Al Hamra Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
008,Medinat Qaboos Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009,Sohar Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
010,Nizwa Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,Khasab (Musandam) Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012,Musanna Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
018,Darsait Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
024,Greater Muttrah Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
025,Qurum  Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
026,Wadi Kabir Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028,Ibri Murtafa Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029,Saham Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,2,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0
031,Al Sawadi Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032,Al Khuwair Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,91,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
034,Al Suwaiq  Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0
038,Al Bidayah Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,30,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
039,Seeb Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
040,Masirah Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
041,Al Muzn Mall Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
042,Muscat Int'l Airport Branch - Landside,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,Muscat Int'l Airport Branch - Airside,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
044,Safeer (Azaiba) Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
045,Ibri Sanaya Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,43,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
046,Yanqil Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
048,Sur Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
068,Wadi Hatat Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,97,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
080,Qurum City Centre Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,82,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
081,Rustaq Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
082,Al Khod Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,10,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
083,Sinaw Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
084,Bilad Bani Buali Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
087,Hamriya Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
088,Al Sarooj Comm.Centre (Pharmacy),007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,275,0,50,0,59,0,0,0,0,0,0,0,0,0,0,0
090,Muttrah Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
091,Barka Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
092,Bahla  Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
093,Ruwi High Street Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
097,Al Hail Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,28,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
098,Al Meera Al Amerat Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
099,Al-Mawaleh Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,15,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0
100,Mabela Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,27,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0
101,Hay Al-Rahbah Cplx Branch (MQ),007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
102,Liwa Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
105,Mall of Oman Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,176,0,10,0,36,0,0,0,0,0,0,0,0,0,0,0
107,City Centre Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,43,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0
118,Safeer-Sohar (Pharmacy) Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
124,Barka Grand Centre Branch,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
A495,ALYA AL AMERAT PHARMACY,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
A517,EVA PHARMACY,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,6,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0
A521,OMAN INTERNATIONAL HOSPITAL,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0
A592,AMLA PHARMACY MUSANNAH,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B133,BELQEES PHARMACY (MABELLA),007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
B186,BASMAT AL AMAL PHARMACY,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
C094,COSMED PHARMACY,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J111,JANNATH PHARMACY,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
N268,NIZWA PHARMACY (Safari Roses),007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
S061,BAHWAN HEALTHCARE CENTRE LLC.,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
S360,AL BUSHRA MEDICAL SPECIALTY COMPLEX,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T115,NEW TAIBA PHARMACY (CENTRAL STORE),007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,50,12,0,0,0,0,0,0,0,0,0,0
U016,UM BALQEES NATIONAL CO. LLC,007490016,BIOTINA (ORANGE FLAVOUR),EFFERVESCENT TABS,5000MCG,20S,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
001,Ruwi Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,1,0,20,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
003,Al Gobra (Pharmacy) Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,30,0,0,0,0,0,1,0,29,0,1,0,103,0,0,0,0,0,0,0,0,0,0,0
004,Al Rusayl Branch (Near SQUH),007490025,C-VIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Wadi Kabir (Opp: Al Maha Pump) Br.,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Muttrah Souq  Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Al Hamra Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
008,Medinat Qaboos Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,112,0,0,0,0,0,0,0,0,0,58,0,28,0,0,0,0,0,0,0,0,0,0,0
009,Sohar Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
010,Nizwa Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,0,0,42,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,Khasab (Musandam) Branch,007490025,C-VIT,EFFERVESCENT TABLETS,,20S,38,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,0,0,0,0
